index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-1-0,vm1,0.0,51.67099999999846,51.675998,0.0
1,task-1-1,vm2,0.000353,0.5620000000017171,0.575057,0.0
2,task-1-2,vm3,0.000353,0.5780000000013388,0.589423,0.0
3,task-1-3,vm4,0.001008,0.2959999999984575,0.3025,0.0
5,task-1-5,vm2,0.001008,0.3430000000007567,0.342541,0.0
6,task-1-6,vm3,0.001008,0.7340000000003783,0.733217,0.0
7,task-10-7,vm4,0.001008,6.343000000000757,6.35507,0.0
10,task-1-10,vm3,0.002236,0.3120000000017171,0.323331,0.0
11,task-1-11,vm4,0.002236,0.2180000000007567,0.221169,0.0
14,task-1-14,vm3,0.002236,0.4370000000017171,0.442474,0.0
15,task-1-15,vm4,0.002236,6.625,6.623986,0.0
19,task-1-19,vm4,0.003668,6.53099999999904,6.542399,0.0
23,task-1-23,vm4,0.003668,0.375,0.383931,0.0
27,task-4-27,vm4,0.004669,7.593000000000757,7.596264,0.0
31,task-1-31,vm4,0.004669,6.453000000001339,6.451211,0.0
35,task-1-35,vm4,0.221169,7.452999999997701,7.68213,0.2180000000007567
39,task-1-39,vm4,0.3025,7.4540000000015425,7.760782,0.2959999999984575
18,task-1-18,vm3,0.323331,0.5309999999990396,0.849219,0.3120000000017171
9,task-1-9,vm2,0.342541,0.4690000000009604,0.811617,0.3430000000007567
43,task-1-43,vm4,0.385446,7.453000000001339,7.835845,0.375
22,task-1-22,vm3,0.443482,0.5469999999986612,0.991049,0.4370000000017171
13,task-1-13,vm2,0.575057,0.48399999999674037,1.055206,0.5620000000017171
26,task-8-26,vm3,0.589423,7.65599999999904,8.236628,0.5780000000013388
30,task-1-30,vm3,0.734221,7.640999999999622,8.376383,0.7340000000003783
17,task-1-17,vm2,0.811617,0.46899999999732245,1.284953,0.8120000000017171
34,task-6-34,vm3,0.849219,11.59400000000096,12.445624,0.8430000000007567
38,task-1-38,vm3,0.992011,11.59400000000096,12.577341,0.9840000000003783
21,task-1-21,vm2,1.055206,0.4690000000009604,1.517872,1.0459999999984575
25,task-1-25,vm2,1.284953,0.48400000000037835,1.764993,1.2809999999990396
29,task-1-29,vm2,1.517872,0.4850000000005821,1.999553,1.514999999999418
33,task-1-33,vm2,1.764993,0.4690000000009604,2.239447,1.764999999999418
37,task-1-37,vm2,2.000586,0.4680000000007567,2.477634,2.0
41,task-1-41,vm2,2.239953,0.4690000000009604,2.714265,2.2340000000003783
45,task-1-45,vm2,2.477634,0.4690000000009604,2.944998,2.4680000000007567
49,task-1-49,vm2,2.715251,0.4679999999971187,3.182042,2.7030000000013388
53,task-1-53,vm2,2.94606,0.46899999999732245,3.418258,2.937000000001717
57,task-1-57,vm2,3.182042,0.4690000000009604,3.653422,3.1709999999984575
61,task-1-61,vm2,3.418258,0.48400000000037835,3.888337,3.4059999999990396
65,task-1-65,vm2,3.653422,0.4850000000005821,4.126448,3.639999999999418
69,task-1-69,vm2,3.889426,0.4690000000009604,4.365546,3.889999999999418
73,task-2-73,vm2,4.127457,1.1709999999984575,5.307378,4.125
77,task-7-77,vm2,4.365546,11.984000000000378,16.349712,4.359000000000378
81,task-1-81,vm2,5.308372,11.282000000002881,16.586331,5.2959999999984575
47,task-5-47,vm4,6.35507,3.0,9.348144,6.343000000000757
51,task-1-51,vm4,6.451211,2.9840000000003783,9.44314,6.453000000001339
55,task-1-55,vm4,6.542399,2.9840000000003783,9.520197,6.53099999999904
59,task-1-59,vm4,6.623986,2.9680000000007567,9.596148,6.625
63,task-1-63,vm4,7.596264,2.077999999997701,9.678574,7.593000000000757
67,task-2-67,vm4,7.68213,2.2660000000032596,9.938627,7.6709999999984575
71,task-1-71,vm4,7.760782,2.2959999999984575,10.044574,7.75
75,task-1-75,vm4,7.835845,2.2969999999986612,10.129608,7.828000000001339
42,task-1-42,vm3,8.236628,4.46900000000096,12.714968,8.234000000000378
46,task-1-46,vm3,8.376383,4.453000000001339,12.840446,8.375
79,task-1-79,vm4,9.349139,0.8600000000005821,10.207164,9.343000000000757
83,task-1-83,vm4,9.444395,0.8589999999967404,10.299813,9.437000000001717
87,task-1-87,vm4,9.521194,0.875,10.389735,9.514999999999418
91,task-3-91,vm4,9.596148,1.3440000000009604,10.940374,9.593000000000757
95,task-2-95,vm4,9.678574,1.5160000000032596,11.196716,9.670999999998457
99,task-1-99,vm4,9.939639,1.3279999999977008,11.271671,9.937000000001717
103,task-1-103,vm4,10.044574,1.2970000000022992,11.349775,10.045999999998457
107,task-10-107,vm4,10.131114,7.15599999999904,17.280244,10.125
111,task-1-111,vm4,10.207164,7.15599999999904,17.364956,10.203000000001339
115,task-1-115,vm4,10.299813,7.14100000000326,17.441307,10.295999999998457
119,task-1-119,vm4,10.389735,7.140999999999622,17.536188,10.389999999999418
123,task-1-123,vm4,10.940374,6.687999999998283,17.62276,10.937000000001717
127,task-4-127,vm4,11.198119,7.40599999999904,18.599042,11.187000000001717
131,task-1-131,vm4,11.271671,7.438000000001921,18.709721,11.264999999999418
135,task-6-135,vm4,11.349775,9.546999999998661,20.901897,11.343000000000757
50,task-1-50,vm3,12.445624,0.5309999999990396,12.968153,12.437000000001717
54,task-1-54,vm3,12.577341,0.5149999999994179,13.098167,12.578000000001339
58,task-1-58,vm3,12.714968,0.5149999999994179,13.223073,12.703000000001339
62,task-1-62,vm3,12.841431,0.5149999999994179,13.354134,12.828000000001339
66,task-1-66,vm3,12.968153,0.5,13.477637,12.968000000000757
70,task-1-70,vm3,13.098167,0.5,13.604587,13.093000000000757
74,task-1-74,vm3,13.223073,0.5159999999996217,13.735916,13.218000000000757
78,task-2-78,vm3,13.355373,0.875,14.219174,13.343000000000757
82,task-1-82,vm3,13.477637,0.8909999999996217,14.37098,13.468000000000757
86,task-1-86,vm3,13.604587,0.9219999999986612,14.515435,13.593000000000757
90,task-1-90,vm3,13.735916,0.9059999999990396,14.639697,13.734000000000378
94,task-4-94,vm3,14.219174,2.235000000000582,16.456622,14.218000000000757
98,task-1-98,vm3,14.37098,2.2190000000009604,16.584351,14.359000000000378
102,task-1-102,vm3,14.515435,2.2030000000013388,16.724043,14.514999999999418
106,task-1-106,vm3,14.640759,2.2190000000009604,16.858958,14.639999999999418
85,task-1-85,vm2,16.349712,0.4690000000009604,16.823623,16.343000000000757
110,task-1-110,vm3,16.457617,0.5779999999977008,17.030668,16.45300000000134
114,task-1-114,vm3,16.58532,0.5619999999980791,17.15292,16.57800000000134
89,task-1-89,vm2,16.586331,0.4679999999971187,17.054483,16.57800000000134
118,task-1-118,vm3,16.7251,0.5629999999982829,17.278949,16.718000000000757
93,task-1-93,vm2,16.823623,0.46899999999732245,17.288396,16.812000000001717
122,task-1-122,vm3,16.860032,0.5619999999980791,17.429577,16.85900000000038
126,task-8-126,vm3,17.030668,7.578000000001339,24.61834,17.03099999999904
97,task-3-97,vm2,17.054483,2.2820000000028813,19.336019,17.045999999998457
130,task-1-130,vm3,17.15292,7.59400000000096,24.744146,17.139999999999418
134,task-1-134,vm3,17.278949,7.59400000000096,24.884649,17.28099999999904
139,task-1-139,vm4,17.280244,3.7190000000009604,21.001216,17.28099999999904
